Left-to-right mark	369817	por	Qual o lugar mais bonito do mundo?‎	MUIRIEL	2010-03-07 22:21:42	2010-07-30 15:38:33
Final punctuation	3335673	por	A galinha da minha vizinha é sempre melhor do que a minha	bandeirante	2014-06-22 22:15:09	2014-06-22 22:15:09
Straight quotation marks: preceeded and succeeded by space	3421454	por	Ela todo dia cobre os braços e as pernas com lixívia, e, com a pele em brasa e coçando, pensa " Vou ficar muito bonita."	carlosalberto	2014-08-11 20:19:00	2014-08-11 20:19:00
Question mark: preceeded by space	3443369	por	Você já viu uma bicicleta dobrável ?	alcalino	2014-08-20 17:45:07	2014-08-20 17:45:07
Zero-width space	3448381	por	Não dê muita importância a seus passados insucessos​​.	carlosalberto	2014-08-22 22:41:46	2014-08-22 23:31:12
Final punctuation	3479145	por	Na língua russa não há uma palavra para "liberdade"	calebante	2014-09-07 22:36:34	2014-09-07 22:36:34
Final punctuation	3510746	por	Eu sei falar duas línguas	Ricardo14	2014-09-22 02:34:19	2020-07-01 01:13:52
Final punctuation	3551056	por	Fala para o Tom que ele precisa se levantar	VilhelmsPort	2014-10-10 23:49:35	2014-10-10 23:49:35
Final punctuation	3551067	por	Tu deverias estar lá	VilhelmsPort	2014-10-10 23:53:54	2014-12-11 02:49:08
Final punctuation	3586360	por	Nunca senti algo assim por outra pessoa	WeissL	2014-10-27 21:22:04	2014-10-27 21:22:04
Straight quotation marks: preceeded and succeeded by space	3597297	por	"Você não percebe que estou muito ocupado?" "Desculpe-me, é que chegou um pacote urgente". " Urgente? Quem o enviou?" "Você mesmo."	carlosalberto	2014-10-31 16:31:11	2014-10-31 16:31:11
Final punctuation	3672820	por	De qualquer forma, irei para a faculdade depois de me formar no ensino médio (antigo 'colegial')	puxatudo	2014-12-04 03:18:23	2015-07-03 14:17:47
Capitalization	3689649	por	quando o vinho esta dentro, o espirito esta fora.	Rrenato	2014-12-12 23:54:34	2014-12-12 23:54:34
Final punctuation	3694653	por	Ele interrompeu-o dizendo não	carlosalberto	2014-12-15 21:05:16	2014-12-15 21:05:16
Question mark: preceeded by space	3694723	por	Vocês podem falar mais baixo, por favor ? Estou com dor de cabeça por causa da ressaca.	edson1267camaforte	2014-12-15 21:45:50	2014-12-15 21:45:50
Question mark: preceeded by space	3694785	por	Ele poderia fechar a janela ?	edson1267camaforte	2014-12-15 22:11:00	2014-12-15 22:11:00
Misspelling: viodeocâmera -> videocâmera	3694806	por	Ele (a) não se deu conta da pequena viodeocâmera no semáforo.	edson1267camaforte	2014-12-15 22:19:39	2014-12-15 22:20:33
Question mark: preceeded by space	3694809	por	Qual será a tarefa para amanhã ?	edson1267camaforte	2014-12-15 22:21:04	2014-12-15 22:21:04
Exclamation mark: preceeded by space	3694847	por	Não se deixe intimidar por certas pessoas !	edson1267camaforte	2014-12-15 22:39:08	2014-12-15 22:39:08
Final punctuation	3694855	por	Eu seria capaz de exterminar la a família	edson1267camaforte	2014-12-15 22:45:06	2014-12-15 22:45:06
Question mark: preceeded by space	3694863	por	Em que sentido nos pomos a discutir isso ?	edson1267camaforte	2014-12-15 22:49:43	2014-12-15 22:49:43
Question mark: preceeded by space	3694892	por	Você virá a minha festa ?	edson1267camaforte	2014-12-15 23:04:18	2014-12-15 23:04:18
Question mark: preceeded by space	3694893	por	Você vira a minha festa ?	edson1267camaforte	2014-12-15 23:04:42	2014-12-15 23:04:42
Question mark: preceeded by space	3694894	por	Vocês virão a minha festa ?	edson1267camaforte	2014-12-15 23:05:08	2014-12-15 23:05:08
Question mark: preceeded by space	3694898	por	Ele (a) virá a minha festa ?	edson1267camaforte	2014-12-15 23:06:34	2014-12-15 23:06:34
Question mark: preceeded by space	3694906	por	Não é verdade que ele (a) possui uma pistola ?	edson1267camaforte	2014-12-15 23:10:24	2014-12-15 23:10:24
Question mark: preceeded by space	3694912	por	Você gosta de dançar ?	edson1267camaforte	2014-12-15 23:12:20	2014-12-15 23:12:20
Question mark: preceeded by space	3694919	por	A você agradaria dançar ?	edson1267camaforte	2014-12-15 23:13:36	2014-12-15 23:14:18
Question mark: preceeded by space	3694949	por	Esperamos de verdade em uma redenção ?	edson1267camaforte	2014-12-15 23:22:43	2014-12-15 23:22:43
Exclamation mark: preceeded by space	3695993	por	Feliz ano novo ! Idem !	edson1267camaforte	2014-12-16 16:22:15	2014-12-16 16:22:15
Question mark: preceeded by space	3698883	por	Vocês me ouvem ?	edson1267camaforte	2014-12-18 16:37:32	2014-12-18 16:37:32
Question mark: preceeded by space	3698920	por	Eles eram diferentes de todos os outros ?	edson1267camaforte	2014-12-18 17:05:53	2016-02-14 05:51:11
Question mark: preceeded by space	3698924	por	Ela se apaixonou por mim ?	edson1267camaforte	2014-12-18 17:07:19	2014-12-18 17:07:19
Question mark: preceeded by space	3698961	por	Quem quer fazer um pouco de companhia para mim no chat ?	edson1267camaforte	2014-12-18 17:34:29	2014-12-18 17:34:29
Final punctuation	3701183	por	"Hoje é que dia? "Terça-feira"	Ricardo14	2014-12-20 00:58:27	2014-12-20 00:58:27
Straight quotation marks: odd number	3701183	por	"Hoje é que dia? "Terça-feira"	Ricardo14	2014-12-20 00:58:27	2014-12-20 00:58:27
Straight quotation marks: preceeded and succeeded by space	3719567	por	"Qual é o problema?" perguntou o Espírito. "Nada", disse Scrooge. " Nada. É que eu vi um menino cantando uma canção de Natal ontem à noite em minha porta. Eu deveria ter-lhe dado alguma coisa: só isso."	carlosalberto	2014-12-31 03:27:51	2014-12-31 03:27:51
Period: preceeded by space	3741552	por	Como o saxofone não tinha sido inventado até a metade do século 19, ele não era conhecido por Mozart ou Beethoven .	davis094	2015-01-03 02:34:53	2015-02-01 03:54:20
Straight quotation marks: preceeded and succeeded by space	3755940	por	Por fim, a casca do ovo grande se rompeu e um recém-nascido forçou a saída e foi dizendo "piu-piu, piu-piu". Era muito grande e feio. A pata olhou para ele e exclamou: " É grande demais e bem diferente dos outros."	carlosalberto	2015-01-09 18:04:27	2015-01-15 20:15:51
English quotation marks: unbalanced opening marks	3761486	por	“O que você gostaria de ganhar em seu aniversário? “Um dicionário.”	Ricardo14	2015-01-11 15:08:54	2015-01-11 15:08:54
Comma: succeeded by letter	3806601	por	Nesses últimos tempos,Tom esteve realmente ocupado.	Laudemilson	2015-01-29 03:32:33	2015-01-29 03:32:48
Comma: succeeded by letter	3836124	por	Onde diabo você esteve,Tom?	Laudemilson	2015-02-03 04:28:58	2015-02-03 05:39:43
Final punctuation	4194293	por	Antes de eu responder sua pergunta, por favor responda a minha	carloseperola	2015-05-16 22:56:09	2015-05-16 22:56:09
Final punctuation	4194294	por	Tom sabia que tipo de mulher era Maria	carloseperola	2015-05-16 22:56:59	2015-05-16 22:56:59
Final punctuation	4194304	por	Há um show amanhã	carloseperola	2015-05-16 23:01:37	2015-05-16 23:01:37
Final punctuation	4194306	por	Eu trabalharei com ela	carloseperola	2015-05-16 23:02:19	2015-05-16 23:02:19
Final punctuation	4194307	por	Eu vou trabalhar com ela	carloseperola	2015-05-16 23:02:30	2015-05-16 23:02:38
Final punctuation	4194308	por	Olhe para estas fotos	carloseperola	2015-05-16 23:03:38	2015-05-16 23:03:38
Final punctuation	4194310	por	Ainda há muito a fazer	carloseperola	2015-05-16 23:04:03	2015-05-16 23:04:03
Final punctuation	4194387	por	Eu serei mais cuidadoso	carloseperola	2015-05-17 02:12:18	2015-05-17 02:12:18
Final punctuation	4194426	por	Tom sabe como falar Francês	carloseperola	2015-05-17 02:43:35	2015-05-17 02:43:35
Final punctuation	4194430	por	Há algo que eu quero	carloseperola	2015-05-17 02:45:54	2015-05-17 02:45:54
Final punctuation	4194432	por	O chão estava muito frio	carloseperola	2015-05-17 02:46:56	2015-05-17 02:46:56
Final punctuation	4194436	por	Eu quero sonhar	carloseperola	2015-05-17 02:49:16	2015-05-17 02:49:16
Final punctuation	4197714	por	Tom sempre parece feliz	carloseperola	2015-05-17 23:04:51	2015-05-17 23:05:00
Final punctuation	4197751	por	Eu o verei à noite	carloseperola	2015-05-18 02:11:33	2015-05-18 02:11:33
Final punctuation	4197752	por	Falar francês é difícil	carloseperola	2015-05-18 02:13:18	2015-05-18 02:13:18
Final punctuation	4197754	por	Às vezes, um único gesto de amizade vale mais que muitas palavras	carloseperola	2015-05-18 02:17:05	2015-05-18 02:17:05
Final punctuation	4197759	por	Minha irmã é secretária em um banco	carloseperola	2015-05-18 02:22:35	2015-05-18 02:22:35
Final punctuation	4197762	por	Eu não sou mais quem eu era	carloseperola	2015-05-18 02:24:48	2015-05-18 02:24:48
Final punctuation	4208183	por	Eu leio seu livro	carloseperola	2015-05-20 04:27:39	2015-05-20 04:27:39
Final punctuation	4208220	por	Tu falas inglês fluentemente	carloseperola	2015-05-20 04:56:25	2015-05-20 04:56:25
Period: preceeded by space	4239264	por	Eis uma grande mentira, que você vai ser obrigado a procurar que eu lhe perdoe .	carlosalberto	2015-05-30 23:19:02	2015-05-30 23:19:02
Final punctuation	4267705	por	Depois ele acrescentou, como se estivesse falando consigo mesmo:	carlosalberto	2015-06-11 14:37:01	2015-06-11 14:37:01
Guillemets: opening mark succeeded by space	4271027	por	Entre suas realizações mais importantes está a reforma do sistema educativo da França, com a criação das « grandes écoles ».	carlosalberto	2015-06-13 11:08:29	2024-01-07 22:34:51
Guillemets: closing mark preceeded by space	4271027	por	Entre suas realizações mais importantes está a reforma do sistema educativo da França, com a criação das « grandes écoles ».	carlosalberto	2015-06-13 11:08:29	2024-01-07 22:34:51
Final punctuation	4388477	por	Eu fiquei muito feliz	Ricardo14	2015-07-19 20:55:52	2015-07-19 20:55:52
Straight quotation marks: odd number	4392183	por	A si mesmo, ele dizia e repetia a divisa, que havia dedicado aos companheiros esperantistas "O que pudermos fazer, faremos'': Que se percam cem sementes, percam-se mil... Nós não cessaremos de semear.	carlosalberto	2015-07-21 01:18:34	2015-07-21 01:18:34
Quotation marks: homoglyphs	4392183	por	A si mesmo, ele dizia e repetia a divisa, que havia dedicado aos companheiros esperantistas "O que pudermos fazer, faremos'': Que se percam cem sementes, percam-se mil... Nós não cessaremos de semear.	carlosalberto	2015-07-21 01:18:34	2015-07-21 01:18:34
Straight quotation marks: preceeded and succeeded by space	4415273	por	"Muitas vezes, reúnem-se pessoas de nações diferentes e entendem-se mutuamente; mas, que enorme diferença entre aquela compreensão recíproca e a nossa! "	carlosalberto	2015-07-29 02:12:31	2015-07-29 02:12:52
Final punctuation	4436188	por	Temos uma hora de almoço das 12:00 até as 13:00 horas	dvalmont	2015-08-07 03:11:29	2015-08-07 03:11:29
Final punctuation	4436490	por	Não quero viver desta maneira	carloseperola	2015-08-07 07:00:16	2015-08-07 07:00:16
Final punctuation	4468844	por	Ele anda devagar	jakob	2015-08-24 00:36:26	2015-08-24 00:36:26
Final punctuation	4468868	por	Comecei a escrever um livro	jakob	2015-08-24 00:51:56	2015-08-24 00:51:56
Final punctuation	4468870	por	Tom vai mudar o mundo	jakob	2015-08-24 00:56:21	2015-08-24 00:56:21
Final punctuation	4468876	por	Nós o chamamos Goro-san	jakob	2015-08-24 01:09:24	2015-08-24 01:09:24
Final punctuation	4468877	por	Chamamos ele Goro-san	jakob	2015-08-24 01:09:43	2015-08-24 01:09:43
Straight quotation marks: odd number	4521558	por	"Você poderia ir ao mercado? "Sem problemas."	Ricardo14	2015-09-13 21:57:33	2015-09-14 16:49:30
Final punctuation	4533076	por	As pessoas que têm medo de cometer erros nunca farão progresso em conversação em inglês	Ricardo14	2015-09-17 20:10:54	2015-09-17 20:10:54
Final punctuation	4537956	por	Ele nos manteve esperando por mais de uma hora	Claytonr	2015-09-19 23:00:30	2015-09-19 23:00:30
Final punctuation	4589508	por	Tom pegou uma gripe	isaacandrade	2015-10-08 21:10:37	2015-10-08 21:10:37
Question mark: preceeded by space	4597556	por	Quais são as diferenças entre os elefantes Africano e Asiático ?	jojojammal	2015-10-11 03:39:44	2015-10-11 03:39:44
Question mark: preceeded by space	4633517	por	Por que você ainda não me telefonou ?	ianna	2015-10-22 14:03:48	2015-10-22 14:03:48
Capitalization	4635040	por	">" significa maior que.	Ricardo14	2015-10-22 22:39:26	2015-10-22 22:39:26
Period: preceeded by space	4711786	por	Devemos nos preparar mais cedo, porque o trêm não vai esperar .	anthrax26	2015-11-19 16:13:54	2015-11-19 16:13:54
Exclamation mark: preceeded by space	4711845	por	Traga uma câmera !	anthrax26	2015-11-19 16:34:18	2015-11-19 16:34:18
Question mark: preceeded by space	4712136	por	Você acha que Tom sabe o que aconteceu ?	anthrax26	2015-11-19 18:48:56	2015-11-19 18:48:56
English quotation marks: unclosed opening mark	4728314	por	Entreguei a minha fotografia, tirada na escola, para minha mãe. Ela olhava da fotografia para mim. De mim para a fotografia. Então disse: “Meu Deus, como ele pode ser tão feio?"	anthrax26	2015-11-27 00:19:54	2015-11-27 01:46:33
Straight quotation marks: odd number	4728314	por	Entreguei a minha fotografia, tirada na escola, para minha mãe. Ela olhava da fotografia para mim. De mim para a fotografia. Então disse: “Meu Deus, como ele pode ser tão feio?"	anthrax26	2015-11-27 00:19:54	2015-11-27 01:46:33
Quotation marks: mixed curly and straight	4728314	por	Entreguei a minha fotografia, tirada na escola, para minha mãe. Ela olhava da fotografia para mim. De mim para a fotografia. Então disse: “Meu Deus, como ele pode ser tão feio?"	anthrax26	2015-11-27 00:19:54	2015-11-27 01:46:33
Comma: preceeded by space	4729920	por	O homem não tem dinheiro para fornecer água para as zonas áridas da Terra , mas tem dinheiro para procurar água em outros planetas.	ianna	2015-11-27 16:26:57	2015-11-27 16:28:02
Final punctuation	4748852	por	Talvez eu precise de uma nova assistente	anthrax26	2015-12-06 19:17:35	2015-12-06 19:17:35
Period: preceeded by space	4750612	por	Este pássaro se alimenta de milho e outras sementes .	anthrax26	2015-12-07 19:36:48	2015-12-07 19:36:48
Question mark: preceeded by space	4750975	por	Quanto custam os bilhetes ?	anthrax26	2015-12-07 22:50:06	2015-12-07 22:50:06
Period: preceeded by space	4774012	por	Eu tenho trabalhado duro para sustentar minha família .	anthrax26	2015-12-18 00:45:08	2015-12-18 00:45:08
Period: preceeded by space	4776356	por	Você é provavelmente o pai da criança .	anthrax26	2015-12-19 01:21:36	2015-12-19 01:21:36
Question mark: preceeded by space	4776446	por	Não seria possível que duas pessoas sonhassem o mesmo sonho ?	anthrax26	2015-12-19 03:43:39	2015-12-19 03:43:59
Period: preceeded by space	4779243	por	Vocês fariam um lindo casal .	anthrax26	2015-12-20 12:55:52	2015-12-20 12:55:52
English quotation marks: unclosed opening mark	4779688	por	“Se não trouxer o dinheiro antes do ocaso, terá sérios problemas comigo", disse o agiota.	anthrax26	2015-12-20 15:42:09	2015-12-20 18:30:29
Straight quotation marks: odd number	4779688	por	“Se não trouxer o dinheiro antes do ocaso, terá sérios problemas comigo", disse o agiota.	anthrax26	2015-12-20 15:42:09	2015-12-20 18:30:29
Quotation marks: mixed curly and straight	4779688	por	“Se não trouxer o dinheiro antes do ocaso, terá sérios problemas comigo", disse o agiota.	anthrax26	2015-12-20 15:42:09	2015-12-20 18:30:29
Question mark: preceeded by space	4787012	por	Quando é que nós vamos começar a comer ?	anthrax26	2015-12-23 17:23:34	2015-12-23 17:23:34
Misspelling: horrivel -> horrível	4800764	por	Ontem eu tive um acidente horrivel na rodovia.	Luciosp	2015-12-30 23:06:00	2015-12-30 23:06:00
Comma: succeeded by letter	4802089	por	Fale mais alto, querido,por favor!	ianna	2015-12-31 20:11:44	2015-12-31 20:11:44
Final punctuation	4803192	por	Pode ir com a condição que volte às cinco	pxq233	2016-01-01 14:12:41	2016-01-01 14:12:41
Comma: succeeded by letter	4803355	por	Depois terminar sua tarefa,viu televisão.	pxq233	2016-01-01 15:04:29	2016-01-01 15:04:29
Period: preceeded by space	4833362	por	Eles são cuidadosos sempre .	Ricardo14	2016-01-15 14:56:53	2016-01-15 14:56:53
Period: preceeded by space	4833366	por	Elas são cuidadosas sempre .	Ricardo14	2016-01-15 14:57:33	2016-01-15 14:57:33
Final punctuation	4834559	por	É bom vê-lo sorrindo	bill	2016-01-15 23:18:19	2020-11-22 14:32:25
Straight quotation marks: odd number	4850191	por	"Quando será o teste?" Não sei."	Ricardo14	2016-01-23 06:26:43	2016-01-23 06:26:43
Question mark: preceeded by space	4858776	por	Se você não quiser mais acreditar no que vem do Supremo Comando do Exército, o que é que você acreditará ?	PeterUKBR	2016-01-25 22:36:34	2016-01-25 22:36:34
Question mark: preceeded by space	4858788	por	Se tu soubesses, tu me contarias, não iria ?	PeterUKBR	2016-01-25 22:42:25	2016-01-25 22:42:25
Question mark: preceeded by space	4858794	por	Se tu tivesses sabido, tu terias dito, não teria ?	PeterUKBR	2016-01-25 22:45:37	2016-01-25 22:45:37
Question mark: preceeded by space	4858799	por	Quando o papai volta para a casa ?	PeterUKBR	2016-01-25 22:47:34	2016-01-25 22:47:34
Question mark: preceeded by space	4858800	por	Quando a mamãe volta para a casa ?	PeterUKBR	2016-01-25 22:47:56	2016-01-25 22:47:56
Question mark: preceeded by space	4858808	por	Você se importa se dermos uma olhada ?	PeterUKBR	2016-01-25 22:51:03	2016-01-25 22:51:03
Question mark: preceeded by space	4858813	por	Você se importa se eu dar uma olhada ?	PeterUKBR	2016-01-25 22:52:54	2016-01-25 22:52:54
Question mark: preceeded by space	4858856	por	Quem espalharia essas ideias ?	PeterUKBR	2016-01-25 23:04:12	2016-01-25 23:04:12
Question mark: preceeded by space	4858862	por	Como nós podemos divulgar a língua esperanto ?	PeterUKBR	2016-01-25 23:05:56	2016-01-25 23:05:56
